0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 6, 3, 12, 8
1, 0, Key_signature, 1, "major"
1, 0, Tempo, 600000
1, 0, Marker_t, "A"
1, 23040, Marker_t, "A'"
1, 46080, Marker_t, "B"
1, 69120, Marker_t, "B'"
1, 137520, Tempo, 1200000
1, 137520, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Solo Harpsichord with 2 Manuals"
2, 0, Program_c, 0, 6
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 69
2, 1440, Note_on_c, 0, 69, 100
2, 1680, Note_on_c, 0, 69, 0
2, 1680, Note_on_c, 0, 71, 100
2, 1800, Note_on_c, 0, 71, 0
2, 1800, Note_on_c, 0, 73, 100
2, 1920, Note_on_c, 0, 73, 0
2, 1920, Note_on_c, 0, 74, 100
2, 2040, Note_on_c, 0, 74, 0
2, 2040, Note_on_c, 0, 76, 100
2, 2160, Note_on_c, 0, 76, 0
2, 2160, Note_on_c, 0, 78, 100
2, 2280, Note_on_c, 0, 78, 0
2, 2280, Note_on_c, 0, 76, 100
2, 2400, Note_on_c, 0, 76, 0
2, 2400, Note_on_c, 0, 74, 100
2, 2520, Note_on_c, 0, 74, 0
2, 2520, Note_on_c, 0, 76, 100
2, 2640, Note_on_c, 0, 76, 0
2, 2640, Note_on_c, 0, 78, 100
2, 2880, Note_on_c, 0, 78, 0
2, 2880, Note_on_c, 0, 67, 100
2, 3120, Note_on_c, 0, 67, 0
2, 3600, Note_on_c, 0, 76, 100
2, 3840, Note_on_c, 0, 76, 0
2, 4320, Note_on_c, 0, 66, 100
2, 4560, Note_on_c, 0, 66, 0
2, 4560, Note_on_c, 0, 67, 100
2, 4680, Note_on_c, 0, 67, 0
2, 4680, Note_on_c, 0, 69, 100
2, 4800, Note_on_c, 0, 69, 0
2, 4800, Note_on_c, 0, 71, 100
2, 4920, Note_on_c, 0, 71, 0
2, 4920, Note_on_c, 0, 72, 100
2, 5040, Note_on_c, 0, 72, 0
2, 5040, Note_on_c, 0, 74, 100
2, 5160, Note_on_c, 0, 74, 0
2, 5160, Note_on_c, 0, 76, 100
2, 5280, Note_on_c, 0, 76, 0
2, 5280, Note_on_c, 0, 74, 100
2, 5400, Note_on_c, 0, 74, 0
2, 5400, Note_on_c, 0, 72, 100
2, 5520, Note_on_c, 0, 72, 0
2, 5520, Note_on_c, 0, 74, 100
2, 5760, Note_on_c, 0, 74, 0
2, 5760, Note_on_c, 0, 74, 100
2, 6000, Note_on_c, 0, 74, 0
2, 6480, Note_on_c, 0, 67, 100
2, 6720, Note_on_c, 0, 67, 0
2, 7200, Note_on_c, 0, 72, 100
2, 7320, Note_on_c, 0, 72, 0
2, 7320, Note_on_c, 0, 74, 100
2, 7440, Note_on_c, 0, 74, 0
2, 7440, Note_on_c, 0, 72, 100
2, 7560, Note_on_c, 0, 72, 0
2, 7560, Note_on_c, 0, 71, 100
2, 7680, Note_on_c, 0, 71, 0
2, 7680, Note_on_c, 0, 69, 100
2, 7800, Note_on_c, 0, 69, 0
2, 7800, Note_on_c, 0, 67, 100
2, 7920, Note_on_c, 0, 67, 0
2, 7920, Note_on_c, 0, 66, 100
2, 8040, Note_on_c, 0, 66, 0
2, 8040, Note_on_c, 0, 69, 100
2, 8160, Note_on_c, 0, 69, 0
2, 8160, Note_on_c, 0, 72, 100
2, 8280, Note_on_c, 0, 72, 0
2, 8280, Note_on_c, 0, 76, 100
2, 8400, Note_on_c, 0, 76, 0
2, 8400, Note_on_c, 0, 74, 100
2, 8520, Note_on_c, 0, 74, 0
2, 8520, Note_on_c, 0, 72, 100
2, 8640, Note_on_c, 0, 72, 0
2, 8640, Note_on_c, 0, 71, 100
2, 8760, Note_on_c, 0, 71, 0
2, 8760, Note_on_c, 0, 72, 100
2, 8880, Note_on_c, 0, 72, 0
2, 8880, Note_on_c, 0, 71, 100
2, 9000, Note_on_c, 0, 71, 0
2, 9000, Note_on_c, 0, 69, 100
2, 9120, Note_on_c, 0, 69, 0
2, 9120, Note_on_c, 0, 67, 100
2, 9240, Note_on_c, 0, 67, 0
2, 9240, Note_on_c, 0, 66, 100
2, 9360, Note_on_c, 0, 66, 0
2, 9360, Note_on_c, 0, 64, 100
2, 9480, Note_on_c, 0, 64, 0
2, 9480, Note_on_c, 0, 67, 100
2, 9600, Note_on_c, 0, 67, 0
2, 9600, Note_on_c, 0, 71, 100
2, 9720, Note_on_c, 0, 71, 0
2, 9720, Note_on_c, 0, 74, 100
2, 9840, Note_on_c, 0, 74, 0
2, 9840, Note_on_c, 0, 72, 100
2, 9960, Note_on_c, 0, 72, 0
2, 9960, Note_on_c, 0, 71, 100
2, 10080, Note_on_c, 0, 71, 0
2, 10080, Note_on_c, 0, 69, 100
2, 10320, Note_on_c, 0, 69, 0
2, 10320, Note_on_c, 0, 72, 100
2, 10380, Note_on_c, 0, 72, 0
2, 10380, Note_on_c, 0, 71, 100
2, 10440, Note_on_c, 0, 71, 0
2, 10440, Note_on_c, 0, 69, 100
2, 10500, Note_on_c, 0, 69, 0
2, 10500, Note_on_c, 0, 71, 100
2, 10560, Note_on_c, 0, 71, 0
2, 10560, Note_on_c, 0, 72, 100
2, 10800, Note_on_c, 0, 72, 0
2, 10800, Note_on_c, 0, 62, 100
2, 11040, Note_on_c, 0, 62, 0
2, 11040, Note_on_c, 0, 74, 100
2, 11640, Note_on_c, 0, 74, 0
2, 11640, Note_on_c, 0, 78, 100
2, 11760, Note_on_c, 0, 78, 0
2, 11760, Note_on_c, 0, 76, 100
2, 11880, Note_on_c, 0, 76, 0
2, 11880, Note_on_c, 0, 74, 100
2, 12000, Note_on_c, 0, 74, 0
2, 12000, Note_on_c, 0, 73, 100
2, 12120, Note_on_c, 0, 73, 0
2, 12120, Note_on_c, 0, 71, 100
2, 12240, Note_on_c, 0, 71, 0
2, 12240, Note_on_c, 0, 73, 100
2, 12360, Note_on_c, 0, 73, 0
2, 12360, Note_on_c, 0, 74, 100
2, 12480, Note_on_c, 0, 74, 0
2, 12480, Note_on_c, 0, 76, 100
2, 12600, Note_on_c, 0, 76, 0
2, 12600, Note_on_c, 0, 73, 100
2, 12720, Note_on_c, 0, 73, 0
2, 12720, Note_on_c, 0, 74, 100
2, 12840, Note_on_c, 0, 74, 0
2, 12840, Note_on_c, 0, 76, 100
2, 12960, Note_on_c, 0, 76, 0
2, 12960, Note_on_c, 0, 69, 100
2, 13020, Note_on_c, 0, 69, 0
2, 13020, Note_on_c, 0, 67, 100
2, 13080, Note_on_c, 0, 67, 0
2, 13080, Note_on_c, 0, 69, 100
2, 14520, Note_on_c, 0, 69, 0
2, 14520, Note_on_c, 0, 69, 100
2, 14640, Note_on_c, 0, 69, 0
